kelime,koken,label
gnays,Almanca,0
barikat,Latince,0
monad,Fransızca,0
kereviz,Farsça,0
Özbilge,Turkce,1
lafazan,Farsça,0
viyolon,İtalyanca,0
Künkatun,Turkce,1
amorti,Latince,0
mey,Farsça,0
alelade,Arapça,0
bedihi,Arapça,0
parmezan,İtalyanca,0
mangan,Almanca,0
kin,Farsça,0
föy,Latince,0
fiberglas,İngilizce,0
döpiyes,Latince,0
şırfıntı,İtalyanca,0
"teke eti ilaç olur, keçi eti yel olur",Turkce,1
amca,Turkce,1
Tosun,Turkce,1
Kızılarslan,Turkce,1
Yaşar,Turkce,1
İlek,Turkce,1
cirm,Arapça,0
Tupulgan,Turkce,1
tek tanrılı,Turkce,1
Munduzakın,Turkce,1
Sayda,Turkce,1
Tarın,Turkce,1
Kulakatun,Turkce,1
kavak,Farsça,0
priapizm,İngilizce,0
Töşek,Turkce,1
ehven,Arapça,0
kaygana,Farsça,0
cünüp,Arapça,0
Tanrıverdi,Turkce,1
kalamar,Antik Yunanca,0
kadırga,Antik Yunanca,0
hakem,Arapça,0
Alperen,Turkce,1
Yeter,Turkce,1
Gerey,Turkce,1
fek,Arapça,0
Sakık,Turkce,1
bale,İtalyanca,0
think tank,İngilizce,0
Adıkutluğ,Turkce,1
hükümran,Farsça,0
Sangır,Turkce,1
beş,Turkce,1
köşk,Farsça,0
kösmek,Turkce,1
Kömüç,Turkce,1
Kırguy,Turkce,1
empedans,Latince,0
Yürgeyük,Turkce,1
macchiato,İtalyanca,0
hadise,Arapça,0
Atım,Turkce,1
hemhal,Farsça,0
Toktamışgerey,Turkce,1
abla,Turkce,1
Kından,Turkce,1
cebelleşmek,Arapça,0
Basademir,Turkce,1
karpuz,Antik Yunanca,0
ıskarta,İtalyanca,0
stereo,İngilizce,0
Toktay,Turkce,1
manevra,İtalyanca,0
elim,Arapça,0
ankebut,Arapça,0
uyluk,Turkce,1
branş,Latince,0
etajer,Latince,0
Özrüm,Turkce,1
allame,Arapça,0
cengâver,Farsça,0
dubara,Farsça,0
kös,Farsça,0
Barkdoğmuş,Turkce,1
asır,Arapça,0
Bekeçtegin,Turkce,1
Süyen,Turkce,1
kontaminasyon,İngilizce,0
savcı,Turkce,1
banana,İngilizce,0
kalori,Latince,0
çerge,Turkce,1
Yeğen,Turkce,1
razaki,Farsça,0
vuruşmak,Turkce,1
spiker,İngilizce,0
cerh,Arapça,0
Başgan,Turkce,1
Bölen,Turkce,1
öksüz,Turkce,1
Süyündük,Turkce,1
mehtap,Farsça,0
Künbermiş,Turkce,1
Kırgavul,Turkce,1
örtlek,Turkce,1
sitare,Farsça,0
Satı,Turkce,1
yorgan,Turkce,1
mezura,İtalyanca,0
Ürçgün,Turkce,1
taramak,Farsça,0
konvertibl,İngilizce,0
aşram,İngilizce,0
gufran,Arapça,0
Dirse,Turkce,1
yelek,Turkce,1
amal,Arapça,0
becayiş,Farsça,0
hunhar,Farsça,0
beton,Latince,0
Atsız,Turkce,1
fuar,Latince,0
bunalmak,Turkce,1
elhan,Arapça,0
router,İngilizce,0
Ögrüz,Turkce,1
adalet,Arapça,0
Ayımça,Turkce,1
acep,Arapça,0
ağnam,Arapça,0
Yarıcı,Turkce,1
barçın,Farsça,0
Inançukülüg,Turkce,1
Begi,Turkce,1
beyza,Arapça,0
friz,Latince,0
fevri,Arapça,0
Kebek,Turkce,1
Yangıl,Turkce,1
fodul,Arapça,0
narenciye,Farsça,0
kindik,Turkce,1
bira,İtalyanca,0
gözde,Farsça,0
han,Farsça,0
Buluğ,Turkce,1
adisyon,Latince,0
Belgi,Turkce,1
hengâme,Farsça,0
Alpay,Turkce,1
Boğaç,Turkce,1
elsine,Arapça,0
buke,Fransızca,0
Küntoğsu,Turkce,1
Okutgan,Turkce,1
Çırkuş,Turkce,1
Burcu,Turkce,1
carpaccio,İtalyanca,0
ödenek,Turkce,1
alay,Farsça,0
kovboy,İngilizce,0
kukuleta,İtalyanca,0
cihannüma,Farsça,0
Alpata,Turkce,1
Tobula,Turkce,1
asıl,Arapça,0
üstübeç,Farsça,0
balâ,Farsça,0
tulumba,İtalyanca,0
Kaçut,Turkce,1
dengiz,Turkce,1
havyar,Farsça,0
abiye,Latince,0
Kültegin,Turkce,1
hıyar,Farsça,0
etek,Turkce,1
lavta,İtalyanca,0
Sepinli,Turkce,1
eküri,Latince,0
Bedük,Turkce,1
çadır,Farsça,0
kerkenez,Farsça,0
diğer,Farsça,0
İltuttu,Turkce,1
Taragay,Turkce,1
parantez,Fransızca,0
peynir,Farsça,0
elbise,Arapça,0
determinizm,Latince,0
Kağarlık,Turkce,1
büşra,Arapça,0
tramvay,İngilizce,0
janr,Latince,0
stad,Latince,0
drahoma,Antik Yunanca,0
trajedi,Latince,0
pelit,Antik Yunanca,0
Karaküyük,Turkce,1
Kuncuk,Turkce,1
Edçü,Turkce,1
Işbaratamgan,Turkce,1
dübür,Arapça,0
develope,Fransızca,0
eleman,Latince,0
asgari,Arapça,0
individüel,Latince,0
İkiçitoyun,Turkce,1
rodyum,Latince,0
binaenaleyh,Arapça,0
selsebil,Latince,0
takunya,İtalyanca,0
tav,Farsça,0
fide,Antik Yunanca,0
diz,Turkce,1
bismillah,Arapça,0
Tarıçı,Turkce,1
felaket,Arapça,0
selvi,Farsça,0
Turuga,Turkce,1
zaç,Farsça,0
Sülemiş,Turkce,1
müge,Fransızca,0
kasırga,Turkce,1
bahis,Arapça,0
Bars,Turkce,1
Karaalp,Turkce,1
Kozuçak,Turkce,1
agraf,Fransızca,0
Ermen,Turkce,1
esnamoq,Turkce,1
network,İngilizce,0
artikel,Almanca,0
Öyük,Turkce,1
Karatoyun,Turkce,1
Topçan,Turkce,1
Beğboğa,Turkce,1
füniküler,Latince,0
frijit,Latince,0
Yeğençik,Turkce,1
Berdibeğ,Turkce,1
İlaçtı,Turkce,1
manifesto,İtalyanca,0
Yınal,Turkce,1
derç,Arapça,0
adaş,Turkce,1
Kabşut,Turkce,1
Kölkağan,Turkce,1
font,İngilizce,0
şema,Latince,0
fücceten,Arapça,0
zenci,Farsça,0
dativ,Almanca,0
İrinçköl,Turkce,1
duvar,Farsça,0
tetra,İngilizce,0
gangster,İngilizce,0
bergamot,İtalyanca,0
parabol,Fransızca,0
ciğer,Farsça,0
hüda,Farsça,0
Barbeğ,Turkce,1
buruk,Turkce,1
Çaruklu,Turkce,1
fak,Arapça,0
bakkal,Arapça,0
talk,Farsça,0
albinos,Latince,0
fabl,Latince,0
derbent,Farsça,0
dev,Farsça,0
zar,Farsça,0
çardak,Farsça,0
feryat,Farsça,0
nitrogliserin,İngilizce,0
anons,Latince,0
attar,Arapça,0
horanta,Farsça,0
taşeron,Latince,0
Tüzlük,Turkce,1
benmari,Latince,0
efdal,Arapça,0
Atıkutlu,Turkce,1
Kiminsü,Turkce,1
kese,Farsça,0
Biçek,Turkce,1
karat,Fransızca,0
endüstri,Latince,0
Çağrıbeğ,Turkce,1
havlıcan,Farsça,0
ariyet,Arapça,0
Turan,Turkce,1
işlemek,Turkce,1
gaile,Arapça,0
ravent,Farsça,0
Bulmuş,Turkce,1
hevenk,Farsça,0
sunroof,İngilizce,0
trampete,İtalyanca,0
Kölbilge,Turkce,1
belde,Arapça,0
moka,Fransızca,0
Yerdeş,Turkce,1
pigme,Fransızca,0
vedet,İtalyanca,0
İletmiş,Turkce,1
etiket,Fransızca,0
Üge,Turkce,1
pantomim,Fransızca,0
Tenliapa,Turkce,1
biji,Farsça,0
Esri,Turkce,1
yakın,Turkce,1
demet,Antik Yunanca,0
metropolit,Antik Yunanca,0
ekber,Arapça,0
helezon,Antik Yunanca,0
adım,Turkce,1
bank,İtalyanca,0
keten,Farsça,0
günü,Farsça,0
Kılat,Turkce,1
Arnaç,Turkce,1
çörek otu,Turkce,1
Bolmuş,Turkce,1
Özapa,Turkce,1
ayran,Turkce,1
diğerkâm,Farsça,0
ezber,Farsça,0
On,Turkce,1
Kulanarslan,Turkce,1
ekrem,Arapça,0
Işbarabilge,Turkce,1
vido,İtalyanca,0
sarıyel,Turkce,1
Üstem,Turkce,1
Talan,Turkce,1
aşikâr,Farsça,0
Bürünçük,Turkce,1
parafin,Almanca,0
Katku,Turkce,1
atiye,Arapça,0
çamaşır,Farsça,0
asimilasyon,Latince,0
Kekik,Turkce,1
Orkaya,Turkce,1
suiniyet,Farsça,0
alto,İtalyanca,0
iblis,Antik Yunanca,0
Inalöz,Turkce,1
Koşuk,Turkce,1
Etrek,Turkce,1
cep,Arapça,0
Çökey,Turkce,1
aut,İngilizce,0
fariza,Arapça,0
aktif,Latince,0
Çocukbörü,Turkce,1
haile,Arapça,0
semender,Farsça,0
madalyon,İtalyanca,0
aftos,Antik Yunanca,0
Özmüş,Turkce,1
Yükünç,Turkce,1
punt,İtalyanca,0
Semiçe,Turkce,1
Baykoca,Turkce,1
masaj,Fransızca,0
galop,Fransızca,0
Çemgen,Turkce,1
harikzede,Farsça,0
Kürbeği,Turkce,1
boncuk,Turkce,1
edep,Arapça,0
caniko,Farsça,0
Arkın,Turkce,1
Ilımga,Turkce,1
travesti,İtalyanca,0
cacık,Farsça,0
bamya,Arapça,0
Barçın,Turkce,1
Sengekteş,Turkce,1
Engürün,Turkce,1
fasafiso,Arapça,0
hüner,Farsça,0
poligami,Fransızca,0
İltutku,Turkce,1
formaldehid,Almanca,0
möble,İtalyanca,0
Eyiz,Turkce,1
şakirt,Farsça,0
kestane,Antik Yunanca,0
euzubillah,Arapça,0
eksen,Antik Yunanca,0
dereke,Arapça,0
Karguy,Turkce,1
kofana,Antik Yunanca,0
tonmayster,Almanca,0
maun,İtalyanca,0
Ersin,Turkce,1
berhudar,Farsça,0
ekvator,Latince,0
pikolo,İtalyanca,0
Kurlaelçi,Turkce,1
Inalurungu,Turkce,1
Ögreyük,Turkce,1
zoo+,İngilizce,0
Töredi,Turkce,1
Tatık,Turkce,1
covino,İtalyanca,0
Adraman,Turkce,1
dadı,Farsça,0
cumhur,Arapça,0
Tardu,Turkce,1
Yülek,Turkce,1
seks,İngilizce,0
Uluğerkin,Turkce,1
sürahi,Turkce,1
Erdeni,Turkce,1
Çömen,Turkce,1
na,Farsça,0
kimyon,Antik Yunanca,0
apostil,Latince,0
diktatör,Latince,0
romans,Fransızca,0
Buyat,Turkce,1
alıç,Farsça,0
girizgâh,Farsça,0
İlgir,Turkce,1
mortgage,İngilizce,0
apre,Latince,0
hamuş,Farsça,0
Atunçu,Turkce,1
kav,Latince,0
korozyon,İngilizce,0
nergis,Farsça,0
üzerlik,Turkce,1
frikik,İngilizce,0
cibin,Turkce,1
güruh,Farsça,0
Kızılbörü,Turkce,1
sagak,Turkce,1
Üstün,Turkce,1
fer,Farsça,0
Buyançuk,Turkce,1
pastel,İtalyanca,0
küspe,Farsça,0
Ozmuştegin,Turkce,1
susam,Farsça,0
filtre,Latince,0
aysberg,İngilizce,0
bedhah,Farsça,0
Uluğşat,Turkce,1
step,İngilizce,0
Çokaygır,Turkce,1
Besentegin,Turkce,1
Kölirkin,Turkce,1
çiselemek,Turkce,1
endaze,Farsça,0
Tiregü,Turkce,1
ıskarmoz,Antik Yunanca,0
çemçe,Turkce,1
manastır,Antik Yunanca,0
ekalliyet,Arapça,0
dumur,Arapça,0
Ilaçın,Turkce,1
fehva,Arapça,0
kıstas,Antik Yunanca,0
ırgat,Antik Yunanca,0
Tuğur,Turkce,1
Kumandur,Turkce,1
distilasyon,Latince,0
Aysel,Turkce,1
tosbağa,Turkce,1
halef,Arapça,0
Kün,Turkce,1
Köktürk,Turkce,1
utku,Turkce,1
Otmuş,Turkce,1
saç,Turkce,1
absolü,Latince,0
esaret,Arapça,0
Utuz,Turkce,1
Bumın,Turkce,1
Türçü,Turkce,1
kör,Farsça,0
kadraj,Latince,0
Atıkutlutaş,Turkce,1
Kerik,Turkce,1
Başçı,Turkce,1
akis,Arapça,0
tane,Farsça,0
aktüel,Latince,0
karine,İtalyanca,0
Gözde,Turkce,1
fent,Farsça,0
Alaböri,Turkce,1
Büktegin,Turkce,1
Telengit,Turkce,1
Adalan,Turkce,1
essah,Arapça,0
gulet,Fransızca,0
avatar,İngilizce,0
durum,Turkce,1
Adanır,Turkce,1
dört,Turkce,1
longa,İtalyanca,0
ber,Farsça,0
delta,Antik Yunanca,0
an,Antik Yunanca,0
Abar,Turkce,1
Yığaç,Turkce,1
Kuçursu,Turkce,1
çiriş,Farsça,0
safderun,Farsça,0
diriğ,Farsça,0
kamineto,İtalyanca,0
Arzı,Turkce,1
Erdem,Turkce,1
Oğur,Turkce,1
perlon,Almanca,0
müjde,Farsça,0
Kuyakuz,Turkce,1
tabla,İtalyanca,0
hasta,Farsça,0
kirpik,Turkce,1
Tolunay,Turkce,1
sodomi,İngilizce,0
protein,Fransızca,0
bilmukabele,Arapça,0
Doğukan,Turkce,1
İnci,Turkce,1
hac,Arapça,0
gassal,Arapça,0
kekik,Farsça,0
spagetti,İtalyanca,0
kompleks,İngilizce,0
fıkıh,Arapça,0
rekor,İngilizce,0
kepçe,Farsça,0
Adlıbeğ,Turkce,1
enva,Arapça,0
kangal,Antik Yunanca,0
deklare,Latince,0
re,İtalyanca,0
tarım,Turkce,1
Bilgeışbara,Turkce,1
Cılasun,Turkce,1
sedan,İtalyanca,0
gabin,Arapça,0
vardiya,İtalyanca,0
koyun,Turkce,1
teritoryal,İngilizce,0
cezbe,Arapça,0
Tayak,Turkce,1
Küldürtey,Turkce,1
apsis,Latince,0
yağlıç,Turkce,1
ordinasyon,İngilizce,0
Bayna,Turkce,1
kıpti,Antik Yunanca,0
Tersün,Turkce,1
burlesk,İtalyanca,0
şehinşah,Farsça,0
lunapark,İngilizce,0
Bayurku,Turkce,1
Bağaşatulu,Turkce,1
Akböri,Turkce,1
Saruyatı,Turkce,1
istif,Antik Yunanca,0
şevketibostan,Farsça,0
patoloji,Fransızca,0
fiğ,Antik Yunanca,0
Işılay,Turkce,1
Turagay,Turkce,1
kanasta,Antik Yunanca,0
berhava,Farsça,0
stokastik,İngilizce,0
mimesis,İngilizce,0
erke,Turkce,1
Sırıçga,Turkce,1
plüralizm,İngilizce,0
Çakan,Turkce,1
pazar,Farsça,0
solo,İtalyanca,0
akredite,Latince,0
çıyan,Turkce,1
mors,İngilizce,0
serasker,Farsça,0
Bulan,Turkce,1
nalça,Farsça,0
Küçlütegin,Turkce,1
Aka,Turkce,1
albüm,Latince,0
uranyum,Latince,0
Bürlük,Turkce,1
liyezon,İngilizce,0
Ülkülü,Turkce,1
Toğman,Turkce,1
Bulmaz,Turkce,1
Taran,Turkce,1
Kaysakık,Turkce,1
barçak,Turkce,1
kare,Latince,0
Satmış,Turkce,1
Ayseli,Turkce,1
Sıyrım,Turkce,1
blöf,İngilizce,0
Alpkutlu,Turkce,1
Kıyımtı,Turkce,1
Barbol,Turkce,1
salname,Farsça,0
bahş,Farsça,0
çevgan,Farsça,0
Barkan,Turkce,1
sonat,İtalyanca,0
Udun,Turkce,1
kumpir,Almanca,0
ehibba,Arapça,0
bürhan,Arapça,0
Tongut,Turkce,1
son,Turkce,1
+dar,Farsça,0
Koğuş,Turkce,1
Okuş,Turkce,1
Karabörü,Turkce,1
roba,İtalyanca,0
falafel,Arapça,0
kendi,Turkce,1
Arbış,Turkce,1
meneviş,Farsça,0
ağu,Turkce,1
akordiyon,Almanca,0
drape,Latince,0
beygir,Farsça,0
Böçke,Turkce,1
dua,Arapça,0
dümdar,Farsça,0
kef,Farsça,0
yirgamchik,Turkce,1
general,Latince,0
furgon,Latince,0
adres,Latince,0
Katkay,Turkce,1
Odçubuyruk,Turkce,1
bayrak,Turkce,1
keşide,Farsça,0
güllaç,Farsça,0
Uygul,Turkce,1
incir,Farsça,0
ahlak,Arapça,0
cihet,Arapça,0
Ardıç,Turkce,1
Karabakşı,Turkce,1
haiz,Arapça,0
binek,Turkce,1
Inançu,Turkce,1
Pıtrak,Turkce,1
banal,Fransızca,0
raspa,İtalyanca,0
siklon,İngilizce,0
Yungu,Turkce,1
içgüveyi,Turkce,1
kurt komşusunu yemez,Turkce,1
Kurşun,Turkce,1
fi tarihi,Arapça,0
ecnebi,Arapça,0
Gönder,Turkce,1
Aydarkağan,Turkce,1
Altın,Turkce,1
topo+,İngilizce,0
Oğulasuk,Turkce,1
ebrar,Arapça,0
cetvel,Arapça,0
Kalkankılıç,Turkce,1
aparat,Almanca,0
Aykurt,Turkce,1
Balakatun,Turkce,1
Işbarateriştunga,Turkce,1
Ağakağan,Turkce,1
bais,Arapça,0
senkronize,İngilizce,0
Badabul,Turkce,1
download,İngilizce,0
fünye,İtalyanca,0
amak,Arapça,0
Altıntamgantarkan,Turkce,1
çöp,Farsça,0
Bolun,Turkce,1
Kutdağ,Turkce,1
pi,Latince,0
ordino,İtalyanca,0
çapaçul,Farsça,0
Oğlagukatun,Turkce,1
Talpır,Turkce,1
okuntu,Turkce,1
Tegir,Turkce,1
Kurtçu,Turkce,1
böğürtlen,Turkce,1
bocalamak,İtalyanca,0
Sumaçı,Turkce,1
çador,Farsça,0
gran,Latince,0
rizom,Fransızca,0
sterlin,İngilizce,0
plasebo,İngilizce,0
Çin,Farsça,0
şarlatan,İtalyanca,0
morto,İtalyanca,0
pedi+,İngilizce,0
ambiyans,Latince,0
Baybüre,Turkce,1
Törü,Turkce,1
ebru,Farsça,0
Inalçık,Turkce,1
bahane,Farsça,0
Suk,Turkce,1
cevahir,Arapça,0
azimet,Arapça,0
dekadan,Latince,0
duhul,Arapça,0
Öğdülmüş,Turkce,1
Yarpuz,Turkce,1
dükkân,Arapça,0
mamuk,Turkce,1
derdest,Farsça,0
nöron,Latince,0
çello,İtalyanca,0
mala,Farsça,0
kokina,Antik Yunanca,0
blog,İngilizce,0
etrak,Arapça,0
briyantin,İtalyanca,0
damat,Farsça,0
hendek,Farsça,0
tuğ,Turkce,1
dikkat,Arapça,0
ekstrem,Latince,0
araz,Arapça,0
Tungategin,Turkce,1
önen,Turkce,1
podyum,Latince,0
lig,İtalyanca,0
nöroloji,İngilizce,0
cüce,Farsça,0
Büre,Turkce,1
pek,Turkce,1
Taybu,Turkce,1
kredi,İtalyanca,0
Buçur,Turkce,1
balsa,İngilizce,0
Sayyaruk,Turkce,1
Saçu,Turkce,1
divane,Farsça,0
Baydar,Turkce,1
pruva,Latince,0
imitasyon,Latince,0
ester,Almanca,0
Kımızın,Turkce,1
tolga,Turkce,1
Tumagan,Turkce,1
jel,İngilizce,0
Tadgun,Turkce,1
Yakan,Turkce,1
davudi,Arapça,0
öreke,İtalyanca,0
Barbulsun,Turkce,1
kaolin,Fransızca,0
Etil,Turkce,1
Yongucu,Turkce,1
Inalbars,Turkce,1
İlkağan,Turkce,1
Bezinç,Turkce,1
sofist,Latince,0
aceze,Arapça,0
Şöklü,Turkce,1
Baykal,Turkce,1
distribütör,Latince,0
dok,İngilizce,0
müzik,Fransızca,0
mazgal,Antik Yunanca,0
Sübaşı,Turkce,1
Öğünç,Turkce,1
doberman,Almanca,0
uğur,Turkce,1
Arıkan,Turkce,1
ateş,Farsça,0
Ordubeğ,Turkce,1
kadril,Latince,0
elhak,Arapça,0
acil,Arapça,0
Ölütçü,Turkce,1
Altmışkara,Turkce,1
as,Latince,0
gül,Farsça,0
Almalık,Turkce,1
çizmek,Turkce,1
Mengüçek,Turkce,1
değirmen,Turkce,1
Tokay,Turkce,1
İldemir,Turkce,1
zemheri,Farsça,0
argüman,Latince,0
siğil,Turkce,1
turist,İngilizce,0
saymak,Turkce,1
tavla,İtalyanca,0
efe,Antik Yunanca,0
Alpşalçı,Turkce,1
fırka,Arapça,0
sele,Farsça,0
belli,Turkce,1
Tokumak,Turkce,1
Ertaşyabgu,Turkce,1
Barman,Turkce,1
getto,İngilizce,0
ni+,Farsça,0
Udur,Turkce,1
Turu,Turkce,1
güzide,Farsça,0
ev,Turkce,1
Ilkuş,Turkce,1
alamet,Arapça,0
üre,Latince,0
evvel,Arapça,0
ürümek,Turkce,1
Kesme,Turkce,1
Gökbörü,Turkce,1
Ançuk,Turkce,1
tapyoka,İngilizce,0
Ögedey,Turkce,1
sistre,İtalyanca,0
cool,İngilizce,0
svastika,Almanca,0
çekül,Turkce,1
Tungaalp,Turkce,1
Atalmış,Turkce,1
emmi,Arapça,0
tişört,İngilizce,0
Urungu,Turkce,1
mantra,İngilizce,0
Kutluçigşi,Turkce,1
bağışlamak,Farsça,0
Ayız,Turkce,1
edvar,Arapça,0
töre,Turkce,1
sommelier,Fransızca,0
tombala,İtalyanca,0
yavuz,Turkce,1
eser,Arapça,0
akraba,Arapça,0
pilon,Fransızca,0
esrik,Turkce,1
Doğukağan,Turkce,1
Türkeş,Turkce,1
sarkastik,Latince,0
Gürtürk,Turkce,1
otorize,İngilizce,0
fifti fifti,İngilizce,0
parlamento,İtalyanca,0
Adaş,Turkce,1
afitap,Farsça,0
Bükün,Turkce,1
Ertunç,Turkce,1
Oyrat,Turkce,1
Abaka,Turkce,1
grado,İtalyanca,0
Arıkaç,Turkce,1
tiz,Farsça,0
bidayet,Arapça,0
baklakırı,Turkce,1
abluka,İtalyanca,0
supap,Fransızca,0
Begni,Turkce,1
zift,Farsça,0
star,İngilizce,0
kanto,İtalyanca,0
janti,Latince,0
elif,Arapça,0
Ödgek,Turkce,1
usturlap,Antik Yunanca,0
Tadu,Turkce,1
Söğüt,Turkce,1
sinir,Turkce,1
Abazlı,Turkce,1
Amul,Turkce,1
iroko,İngilizce,0
Ünlü,Turkce,1
Kun,Turkce,1
pazvant,Farsça,0
uşak,Turkce,1
edevat,Arapça,0
kavilya,İtalyanca,0
Oçur,Turkce,1
Karakulagu,Turkce,1
inisiye,Latince,0
Terek,Turkce,1
siymek,Turkce,1
tekniker,Almanca,0
emval,Arapça,0
badana,Arapça,0
vira,İtalyanca,0
fıtrat,Arapça,0
bakir,Arapça,0
familya,İtalyanca,0
misk,Farsça,0
Oğlagu,Turkce,1
ferç,Arapça,0
fütur,Arapça,0
tabülatör,İngilizce,0
bordo,Latince,0
Közemiş,Turkce,1
İlkattı,Turkce,1
peni,İngilizce,0
tomar,Antik Yunanca,0
cezve,Arapça,0
tenya,Latince,0
para,Farsça,0
gut,Latince,0
domuz,Turkce,1
spiral,Latince,0
Bornak,Turkce,1
gato,Fransızca,0
Tatuş,Turkce,1
Tabay,Turkce,1
psişik,Fransızca,0
İrik,Turkce,1
ahu,Farsça,0
şişe,Farsça,0
paralel,Fransızca,0
mıh,Farsça,0
batak,Turkce,1
Sabınsatı,Turkce,1
Kapak,Turkce,1
Süngüş,Turkce,1
Çalayır,Turkce,1
bazı,Arapça,0
cimcime,Arapça,0
rapsodi,Fransızca,0
ekrat,Arapça,0
çita,İngilizce,0
İrinç,Turkce,1
Oluç,Turkce,1
manca,İtalyanca,0
avokado,İngilizce,0
hakaret,Arapça,0
İlalmış,Turkce,1
Göktupulgan,Turkce,1
tahammülfersa,Farsça,0
Kitir,Turkce,1
Baltur,Turkce,1
yuxarı,Turkce,1
maça,İtalyanca,0
roza,İtalyanca,0
tay,Turkce,1
Abıl,Turkce,1
gurbet,Arapça,0
Asuğ,Turkce,1
Temiş,Turkce,1
Beltir,Turkce,1
solfej,İtalyanca,0
Toksurmuş,Turkce,1
ayvaz,Arapça,0
orak,Turkce,1
peruka,İtalyanca,0
İlkuş,Turkce,1
dere,Farsça,0
Tüz,Turkce,1
cibinlik,Turkce,1
işgüzar,Farsça,0
kalebent,Farsça,0
ren geyiği,İngilizce,0
Demirkağan,Turkce,1
babagannuş,Arapça,0
lodos,Antik Yunanca,0
peyman,Farsça,0
Turançı,Turkce,1
Oğrak,Turkce,1
toynak,Turkce,1
darbe,Arapça,0
defi,Latince,0
Kongul,Turkce,1
baron,Latince,0
Atsak,Turkce,1
Bayboğa,Turkce,1
esbak,Arapça,0
melisa,Antik Yunanca,0
dareyn,Arapça,0
absürt,Latince,0
moment,Almanca,0
alabanda,İtalyanca,0
Barmaklak,Turkce,1
ensest,Latince,0
maket,İtalyanca,0
nevralji,Fransızca,0
müngüz baka,Turkce,1
batarya,İtalyanca,0
mendebur,Farsça,0
Aşantudun,Turkce,1
kaşkaval,İtalyanca,0
Inanç,Turkce,1
kundura,İtalyanca,0
Demirgüçü,Turkce,1
faul,İngilizce,0
Tuzakı,Turkce,1
lo,İtalyanca,0
Ersegün,Turkce,1
Buyandemir,Turkce,1
kırmızı,Farsça,0
poliüretan,İngilizce,0
nihan,Farsça,0
Çortan,Turkce,1
ekstrüzyon,Latince,0
bihakkın,Arapça,0
zerdali,Farsça,0
tekfur,Farsça,0
jest,Latince,0
Aral,Turkce,1
sekstant,İngilizce,0
Dikirmen,Turkce,1
gök kır,Turkce,1
Çağrıtegin,Turkce,1
filiz,Antik Yunanca,0
Dakak,Turkce,1
keşkek,Farsça,0
cidal,Arapça,0
bızır,Arapça,0
kekirmoq,Turkce,1
Kıtay,Turkce,1
Teleboğa,Turkce,1
meritokrasi,İngilizce,0
Ezgütegin,Turkce,1
hakikat,Arapça,0
Koskaman,Turkce,1
düdük,Turkce,1
Tökmen,Turkce,1
Çığan,Turkce,1
labada,Antik Yunanca,0
alternatif,Latince,0
ahit,Arapça,0
firkat,Arapça,0
orkinos,Latince,0
Ayzıt,Turkce,1
sempozyum,Latince,0
Mongulboğa,Turkce,1
kavga,Farsça,0
fitre,Arapça,0
gasıp,Arapça,0
galip,Arapça,0
kartuş,İtalyanca,0
Barsgan,Turkce,1
trend,İngilizce,0
firik,Arapça,0
atalet,Arapça,0
fırtına,İtalyanca,0
Karayağma,Turkce,1
Togay,Turkce,1
Kalımtı,Turkce,1
Örpen,Turkce,1
Alptegin,Turkce,1
Boylabağa,Turkce,1
partenojenez,Fransızca,0
porfir,Fransızca,0
Bayançar,Turkce,1
softa,Farsça,0
Taygun,Turkce,1
dirsek,Turkce,1
Ku,Turkce,1
brokoli,İtalyanca,0
shift,İngilizce,0
psikanaliz,Almanca,0
Tabırtı,Turkce,1
atebe,Arapça,0
dergâh,Farsça,0
Takışkaya,Turkce,1
termal,Latince,0
Seyhun,Turkce,1
pedagog,Fransızca,0
Tuzkıya,Turkce,1
Tulu,Turkce,1
vize,İtalyanca,0
Çağrı,Turkce,1
Karakağan,Turkce,1
Yasalı,Turkce,1
folikül,Latince,0
canip,Arapça,0
bizon,Latince,0
Uzçur,Turkce,1
Yablak,Turkce,1
Babır,Turkce,1
periskop,Fransızca,0
alavere,Turkce,1
Yimek,Turkce,1
Kızılelma,Turkce,1
olimpiyat,Fransızca,0
Gönül,Turkce,1
fit,İngilizce,0
+men,İngilizce,0
baht,Farsça,0
fetret,Arapça,0
köken,Turkce,1
nikâh,Farsça,0
Sancar,Turkce,1
Algu,Turkce,1
Çaptı,Turkce,1
Sarıbörü,Turkce,1
ekspresyon,Latince,0
girdap,Farsça,0
Salurkazan,Turkce,1
Işbaraçıkan,Turkce,1
Yonçka,Turkce,1
Turancı,Turkce,1
nen,Turkce,1
dağ,Turkce,1
Yasa,Turkce,1
gönül,Turkce,1
Kadırkan,Turkce,1
fe+,Arapça,0
işkence,Farsça,0
Adalır,Turkce,1
Üçoğul,Turkce,1
Büdüs,Turkce,1
arız,Arapça,0
tork,İngilizce,0
Karakızıl,Turkce,1
damla,Turkce,1
felah,Arapça,0
korpus,İngilizce,0
tayüge,Turkce,1
fukara,Arapça,0
sinerji,İngilizce,0
düldül,Arapça,0
Karaoğul,Turkce,1
uçmak,Turkce,1
cumba,İtalyanca,0
tonet,İngilizce,0
arbitraj,Latince,0
gasp,Arapça,0
Kökeltaş,Turkce,1
desen,Latince,0
nikel,Almanca,0
ram,Farsça,0
angst,Almanca,0
germi,Farsça,0
esmer,Arapça,0
sünük,Turkce,1
Petek,Turkce,1
viskoz,İngilizce,0
