kelime,koken,has_turkish_chars,word_length,has_double_consonant,major_vowel_harmony,minor_vowel_harmony,vowel_ratio,has_turkish_suffix,label
törtaba,Turkce,1,7,0,0,1,0.428571429,0,1
fenik,Almanca,0,5,0,1,1,0.4,0,0
baybiçen,Turkce,1,8,0,0,0,0.375,0,1
balya,İtalyanca,0,5,0,1,1,0.4,0,0
yumak,Turkce,0,5,0,1,1,0.4,0,1
copy-paste,İtalyanca,0,10,0,0,0,0.3,0,0
lira,İtalyanca,0,4,0,0,0,0.5,0,0
irnek,Turkce,0,5,0,1,1,0.4,0,1
barkdurdu,Turkce,0,9,0,1,0,0.333333333,0,1
kaydu,Turkce,0,5,0,1,0,0.4,0,1
tuba,İtalyanca,0,4,0,1,1,0.5,0,0
kopülasyon,İngilizce,1,10,0,0,0,0.4,0,0
yağmur,Turkce,1,6,0,1,0,0.333333333,0,1
dönüm,Turkce,1,5,0,1,1,0.4,0,1
alptutuk,Turkce,0,8,0,1,0,0.375,0,1
gökçe,Turkce,1,5,0,1,1,0.4,0,1
problem,Fransızca,0,7,0,0,1,0.285714286,0,0
sevük,Turkce,1,5,0,1,0,0.4,0,1
fön,Almanca,1,3,0,1,1,0.333333333,0,0
duçar,Farsça,1,5,0,1,1,0.4,0,0
basut,Turkce,0,5,0,1,0,0.4,0,1
arı,Turkce,1,3,0,1,1,0.666666667,0,1
azar,Farsça,0,4,0,1,1,0.5,0,0
bok,Turkce,0,3,0,1,1,0.333333333,0,1
mitral,Fransızca,0,6,0,0,0,0.333333333,0,0
külük,Turkce,1,5,0,1,1,0.4,1,1
alpuluğ,Turkce,1,7,0,1,0,0.428571429,0,1
doğmuş,Turkce,1,6,0,1,1,0.333333333,0,1
albastı,Turkce,1,7,0,1,1,0.428571429,0,1
azami,Arapça,0,5,0,0,0,0.6,0,0
hacir,Arapça,0,5,0,0,0,0.4,0,0
kulbak,Turkce,0,6,0,1,1,0.333333333,0,1
illüzyon,Latince,1,8,1,0,0,0.375,0,0
bis,Latince,0,3,0,1,1,0.333333333,0,0
tamur,Turkce,0,5,0,1,0,0.4,0,1
kental,Latince,0,6,0,0,0,0.333333333,0,0
tolu,Turkce,0,4,0,1,1,0.5,0,1
sarukan,Turkce,0,7,0,1,0,0.428571429,0,1
fidan,Antik Yunanca,0,5,0,0,0,0.4,0,0
çapkunotuç,Turkce,1,10,0,1,0,0.4,0,1
fecir,Arapça,0,5,0,1,1,0.4,0,0
arslan kükrese atın ayakları dolaşır,Turkce,1,36,0,0,0,0.388888889,0,1
kavurt,Turkce,0,6,0,1,0,0.333333333,0,1
denaet,Arapça,0,6,0,0,0,0.5,0,0
sav,Turkce,0,3,0,1,1,0.333333333,0,1
acun,Turkce,0,4,0,1,0,0.5,0,1
püriten,İngilizce,1,7,0,1,1,0.428571429,0,0
gafil,Arapça,0,5,0,0,0,0.4,0,0
pektin,Fransızca,0,6,0,1,1,0.333333333,0,0
ampüte,Latince,1,6,0,0,0,0.5,0,0
alkabölük,Turkce,1,9,0,0,0,0.444444444,1,1
altıntamgan,Turkce,1,11,0,1,1,0.363636364,0,1
şnitzel,Almanca,1,7,0,1,1,0.285714286,0,0
pastil,İtalyanca,0,6,0,0,0,0.333333333,0,0
beğtaş,Turkce,1,6,0,0,0,0.333333333,1,1
arzu,Farsça,0,4,0,1,0,0.5,0,0
tansu,Turkce,0,5,0,1,0,0.4,0,1
ehil,Arapça,0,4,0,1,1,0.5,0,0
ortodonti,Fransızca,0,9,0,0,1,0.444444444,0,0
galiba,Arapça,0,6,0,0,0,0.5,0,0
soyar,Turkce,0,5,0,1,1,0.4,0,1
arslan,Turkce,0,6,0,1,1,0.333333333,0,1
yaşarşat,Turkce,1,8,0,1,1,0.375,0,1
takometre,İngilizce,0,9,0,0,0,0.444444444,0,0
ceza,Arapça,0,4,0,0,0,0.5,0,0
cendere,Farsça,0,7,0,1,1,0.428571429,0,0
reeskont,İtalyanca,0,8,0,0,0,0.375,0,0
gayz,Arapça,0,4,0,1,1,0.25,0,0
teğel,Farsça,1,5,0,1,1,0.4,0,0
hindiba,Antik Yunanca,0,7,0,0,0,0.428571429,0,0
badigard,İngilizce,0,8,0,0,0,0.375,0,0
inözinençi,Turkce,1,10,0,1,0,0.5,0,1
fail,Arapça,0,4,0,0,0,0.5,0,0
külüksengün,Turkce,1,11,0,1,0,0.363636364,0,1
kam,Turkce,0,3,0,1,1,0.333333333,0,1
yangak,Turkce,0,6,0,1,1,0.333333333,0,1
tapdı,Turkce,1,5,0,1,1,0.4,0,1
volatil,İngilizce,0,7,0,0,0,0.428571429,0,0
kilter,Turkce,0,6,0,1,1,0.333333333,0,1
tukademir,Turkce,0,9,0,0,0,0.444444444,0,1
kepez,Turkce,0,5,0,1,1,0.4,0,1
enterne,Latince,0,7,0,1,1,0.428571429,0,0
barlas,Turkce,0,6,0,1,1,0.333333333,0,1
asistan,Latince,0,7,0,0,0,0.428571429,0,0
tokta,Turkce,0,5,0,1,1,0.4,0,1
or,Almanca,0,2,0,1,1,0.5,0,0
soya,İngilizce,0,4,0,1,1,0.5,0,0
plasenta,Latince,0,8,0,0,0,0.375,0,0
patiseri,Fransızca,0,8,0,0,0,0.5,0,0
çağruk,Turkce,1,6,0,1,0,0.333333333,0,1
kutaçun,Turkce,1,7,0,1,0,0.428571429,0,1
vibrato,İtalyanca,0,7,0,0,0,0.428571429,0,0
sarıkurt,Turkce,1,8,0,1,0,0.375,0,1
yul,Turkce,0,3,0,1,1,0.333333333,0,1
gölge,Turkce,1,5,0,1,1,0.4,0,1
tuğşat,Turkce,1,6,0,1,1,0.333333333,0,1
yabuz,Turkce,0,5,0,1,0,0.4,0,1
bani,Arapça,0,4,0,0,0,0.5,0,0
tifüs,Latince,1,5,0,1,0,0.4,0,0
enjeksiyon,Latince,0,10,0,0,0,0.4,0,0
diksiyon,Latince,0,8,0,0,0,0.375,0,0
pergel,Farsça,0,6,0,1,1,0.333333333,0,0
döndü,Turkce,1,5,0,1,1,0.4,0,1
alarga,İtalyanca,0,6,0,1,1,0.5,0,0
ıla,Turkce,1,3,0,1,1,0.666666667,0,1
prometyum,Latince,0,9,0,0,0,0.333333333,0,0
oğuş,Turkce,1,4,0,1,1,0.5,0,1
glayöl,Latince,1,6,0,0,0,0.333333333,0,0
esvet,Arapça,0,5,0,1,1,0.4,0,0
avan,Latince,0,4,0,1,1,0.5,0,0
çolman,Turkce,1,6,0,1,1,0.333333333,0,1
külden,Turkce,1,6,0,1,1,0.333333333,0,1
çekirge,Turkce,1,7,0,1,1,0.428571429,0,1
arıgına,Turkce,1,7,0,1,1,0.571428571,0,1
altınkan,Turkce,1,8,0,1,1,0.375,0,1
bina,Arapça,0,4,0,0,0,0.5,0,0
uragan,Turkce,0,6,0,1,1,0.5,0,1
ciğerpare,Farsça,1,9,0,0,0,0.444444444,0,0
tengelgüç,Turkce,1,9,0,1,0,0.333333333,0,1
kantaron,Antik Yunanca,0,8,0,1,0,0.375,0,0
gladio,İtalyanca,0,6,0,0,0,0.5,0,0
ştrudel,Almanca,1,7,0,0,1,0.285714286,0,0
çimen,Turkce,1,5,0,1,1,0.4,0,1
atıl,Arapça,1,4,0,1,1,0.5,0,0
antant,Latince,0,6,0,1,1,0.333333333,0,0
cevelan,Arapça,0,7,0,0,0,0.428571429,0,0
kuytulanmak,Turkce,0,11,0,1,1,0.363636364,0,1
poligon,Fransızca,0,7,0,0,0,0.428571429,0,0
kurak,Turkce,0,5,0,1,1,0.4,0,1
savcı,Turkce,1,5,0,1,1,0.4,1,1
horoz,Farsça,0,5,0,1,1,0.4,0,0
kut,Turkce,0,3,0,1,1,0.333333333,0,1
puding,İngilizce,0,6,0,0,1,0.333333333,0,0
net,İngilizce,0,3,0,1,1,0.333333333,0,0
yaroğul,Turkce,1,7,0,1,0,0.428571429,0,1
merdiven,Farsça,0,8,0,1,1,0.375,0,0
habbe,Arapça,0,5,1,0,0,0.4,0,0
ilkatmış,Turkce,1,8,0,0,0,0.375,0,1
celp,Arapça,0,4,0,1,1,0.25,0,0
mehmetçik,Turkce,1,9,0,1,1,0.333333333,0,1
dilatasyon,Latince,0,10,0,0,0,0.4,0,0
imbat,İtalyanca,0,5,0,0,0,0.4,0,0
körpeoğul,Turkce,1,9,0,0,0,0.444444444,0,1
tüzçü,Turkce,1,5,0,1,1,0.4,0,1
gidi,Farsça,0,4,0,1,1,0.5,0,0
mikrofon,İngilizce,0,8,0,0,0,0.375,0,0
detonatör,Latince,1,9,0,0,0,0.444444444,0,0
dest,Farsça,0,4,0,1,1,0.25,0,0
kozar,Turkce,0,5,0,1,1,0.4,0,1
moron,İngilizce,0,5,0,1,1,0.4,0,0
gıda,Arapça,1,4,0,1,1,0.5,0,0
vahşi,Farsça,1,5,0,0,0,0.4,0,0
hedge,İngilizce,0,5,0,1,1,0.4,0,0
açığ,Turkce,1,4,0,1,1,0.5,0,1
usına,Turkce,1,5,0,1,1,0.6,0,1
karabars,Turkce,0,8,0,1,1,0.375,0,1
filhakika,Arapça,0,9,0,0,0,0.444444444,0,0
kıranta,İtalyanca,1,7,0,1,1,0.428571429,0,0
abd,Arapça,0,3,0,1,1,0.333333333,0,0
hoşmerim,Farsça,1,8,0,0,1,0.375,0,0
hemşehri,Farsça,1,8,0,1,1,0.375,0,0
tuğrulbeğ,Turkce,1,9,0,0,1,0.333333333,0,1
tinç,Turkce,1,4,0,1,1,0.25,0,1
aşanboğa,Turkce,1,8,0,1,0,0.5,0,1
mezzosoprano,İtalyanca,0,12,1,0,0,0.416666667,0,0
kutlubört,Turkce,1,9,0,0,1,0.333333333,0,1
anorak,İngilizce,0,6,0,1,0,0.5,0,0
alicengiz,Arapça,0,9,0,0,0,0.444444444,0,0
kandurmuş,Turkce,1,9,0,1,0,0.333333333,0,1
omurga,Turkce,0,6,0,1,1,0.5,0,1
akran,Arapça,0,5,0,1,1,0.4,0,0
tadkun,Turkce,0,6,0,1,0,0.333333333,0,1
fışkı,Antik Yunanca,1,5,0,1,1,0.4,0,0
portakal,İtalyanca,0,8,0,1,1,0.375,0,0
kapağan,Turkce,1,7,0,1,1,0.428571429,0,1
kumanya,İtalyanca,0,7,0,1,1,0.428571429,0,0
tofu,İngilizce,0,4,0,1,1,0.5,0,0
koz,Farsça,0,3,0,1,1,0.333333333,0,0
doktor,Latince,0,6,0,1,1,0.333333333,0,0
piyango,İtalyanca,0,7,0,0,0,0.428571429,0,0
antik,Latince,0,5,0,0,0,0.4,0,0
üşüntü,Turkce,1,6,0,1,1,0.5,0,1
garabet,Arapça,0,7,0,0,0,0.428571429,0,0
karaaçkı,Turkce,1,8,0,1,1,0.5,0,1
dinç,Turkce,1,4,0,1,1,0.25,0,1
eşkâl,Arapça,1,5,0,1,1,0.2,0,0
er,Turkce,0,2,0,1,1,0.5,0,1
tengüt,Turkce,1,6,0,1,0,0.333333333,0,1
tarım,Turkce,1,5,0,1,1,0.4,0,1
yamyam,İngilizce,0,6,0,1,1,0.333333333,0,0
harmandalı,Farsça,1,10,0,1,1,0.4,0,0
bıtrı,Turkce,1,5,0,1,1,0.4,0,1
karaçuk,Turkce,1,7,0,1,0,0.428571429,0,1
çablı,Turkce,1,5,0,1,1,0.4,0,1
başlamak,Turkce,1,8,0,1,1,0.375,0,1
erozyon,Latince,0,7,0,0,0,0.428571429,0,0
kâkül,Farsça,1,5,0,1,1,0.2,0,0
kamuflaj,İtalyanca,0,8,0,1,0,0.375,0,0
yuluğ,Turkce,1,5,0,1,1,0.4,0,1
alias,İngilizce,0,5,0,0,0,0.6,0,0
spastik,İngilizce,0,7,0,0,0,0.285714286,0,0
ateş demekle ağız yanmaz,Turkce,1,24,0,0,0,0.375,0,1
define,Arapça,0,6,0,1,1,0.5,0,0
ketimurungu,Turkce,0,11,0,0,0,0.454545455,0,1
yaplaksarı,Turkce,1,10,0,1,1,0.4,0,1
hoca,Farsça,0,4,0,1,1,0.5,0,0
alperen,Turkce,0,7,0,0,0,0.428571429,0,1
asap,Arapça,0,4,0,1,1,0.5,0,0
başkırt,Turkce,1,7,0,1,1,0.285714286,0,1
itil,Turkce,0,4,0,1,1,0.5,0,1
kâşane,Farsça,1,6,0,0,0,0.333333333,0,0
afişe,Latince,1,5,0,0,0,0.6,0,0
yıldızlı,Turkce,1,8,0,1,1,0.375,0,1
menli,Turkce,0,5,0,1,1,0.4,0,1
kalçın,İtalyanca,1,6,0,1,1,0.333333333,0,0
dılmaç,Turkce,1,6,0,1,1,0.333333333,0,1
plaka,İtalyanca,0,5,0,1,1,0.4,0,0
enayi,Arapça,0,5,0,0,0,0.6,0,0
rock,İngilizce,0,4,0,1,1,0.25,0,0
beğtegin,Turkce,1,8,0,1,1,0.375,0,1
tir,Almanca,0,3,0,1,1,0.333333333,0,0
zenit,Fransızca,0,5,0,1,1,0.4,0,0
ölüm,Turkce,1,4,0,1,1,0.5,0,1
çolak,Turkce,1,5,0,1,1,0.4,0,1
vareste,Farsça,0,7,0,0,0,0.428571429,0,0
aybalta,Turkce,0,7,0,1,1,0.428571429,0,1
pes,Farsça,0,3,0,1,1,0.333333333,0,0
sangun,Turkce,0,6,0,1,0,0.333333333,0,1
alarm,İtalyanca,0,5,0,1,1,0.4,0,0
gergef,Farsça,0,6,0,1,1,0.333333333,0,0
çehar,Farsça,1,5,0,0,0,0.4,0,0
tarz,Farsça,0,4,0,1,1,0.25,0,0
it,Turkce,0,2,0,1,1,0.5,0,1
istemi,Turkce,0,6,0,1,1,0.5,0,1
skeç,İtalyanca,1,4,0,1,1,0.25,0,0
çöğe,Turkce,1,4,0,1,1,0.5,0,1
yunlu,Turkce,0,5,0,1,1,0.4,0,1
soyan,Turkce,0,5,0,1,1,0.4,0,1
intifada,İngilizce,0,8,0,0,0,0.5,0,0
kılavuz,Turkce,1,7,0,1,0,0.428571429,0,1
mildiyö,İngilizce,1,7,0,1,0,0.428571429,0,0
ernek,Turkce,0,5,0,1,1,0.4,0,1
şerif,İngilizce,1,5,0,1,1,0.4,0,0
kobulsun,Turkce,0,8,0,1,1,0.375,0,1
aport,Latince,0,5,0,1,0,0.4,0,0
dirik,Turkce,0,5,0,1,1,0.4,0,1
kuttağ,Turkce,1,6,1,1,1,0.333333333,0,1
dehen,Farsça,0,5,0,1,1,0.4,0,0
mir,Farsça,0,3,0,1,1,0.333333333,0,0
tükel,Turkce,1,5,0,1,1,0.4,0,1
soprano,İtalyanca,0,7,0,1,0,0.428571429,0,0
alka,Turkce,0,4,0,1,1,0.5,0,1
enter,İngilizce,0,5,0,1,1,0.4,0,0
sılang,Turkce,1,6,0,1,1,0.333333333,0,1
çımkara,Turkce,1,7,0,1,1,0.428571429,0,1
tayfun,İngilizce,0,6,0,1,0,0.333333333,0,0
klozet,İngilizce,0,6,0,0,1,0.333333333,0,0
aldoğan,Turkce,1,7,0,1,0,0.428571429,0,1
borç,Farsça,1,4,0,1,1,0.25,0,0
bilgetonyukuk,Turkce,0,13,0,0,0,0.384615385,0,1
beyzbol,İngilizce,0,7,0,0,0,0.285714286,0,0
asetik,Latince,0,6,0,0,0,0.5,0,0
çaptuğ,Turkce,1,6,0,1,0,0.333333333,0,1
mikron,Fransızca,0,6,0,0,0,0.333333333,0,0
dilhun,Farsça,0,6,0,0,0,0.333333333,0,0
orkunşat,Turkce,1,8,0,1,1,0.375,0,1
kimya,Antik Yunanca,0,5,0,0,0,0.4,0,0
gusül,Arapça,1,5,0,0,1,0.4,0,0
cura,Farsça,0,4,0,1,1,0.5,0,0
eyitmek,Turkce,0,7,0,1,1,0.428571429,0,1
arbay,Turkce,0,5,0,1,1,0.4,0,1
sert,Farsça,0,4,0,1,1,0.25,0,0
santrifüj,İngilizce,1,9,0,0,0,0.333333333,0,0
zen,İngilizce,0,3,0,1,1,0.333333333,0,0
voleybol,İngilizce,0,8,0,0,0,0.375,0,0
kekre,Turkce,0,5,0,1,1,0.4,0,1
gres,Latince,0,4,0,1,1,0.25,0,0
utsangun,Turkce,0,8,0,1,0,0.375,0,1
esas,Arapça,0,4,0,0,0,0.5,0,0
odmuş,Turkce,1,5,0,1,1,0.4,0,1
evet,Turkce,0,4,0,1,1,0.5,0,1
keyken,Turkce,0,6,0,1,1,0.333333333,0,1
otuzoğlan,Turkce,1,9,0,1,1,0.444444444,0,1
palyaço,İtalyanca,1,7,0,1,0,0.428571429,0,0
amenna,Arapça,0,6,1,0,0,0.5,0,0
filotila,İtalyanca,0,8,0,0,0,0.5,0,0
kursak,Turkce,0,6,0,1,1,0.333333333,0,1
ekselans,Latince,0,8,0,0,0,0.375,0,0
kunçuk,Turkce,1,6,0,1,1,0.333333333,0,1
doküman,Latince,1,7,0,0,1,0.428571429,0,0
hani,Antik Yunanca,0,4,0,0,0,0.5,0,0
mıknatıs,Antik Yunanca,1,8,0,1,1,0.375,0,0
fatal,Latince,0,5,0,1,1,0.4,0,0
santimantal,İngilizce,0,11,0,0,0,0.363636364,0,0
okyanus,Antik Yunanca,0,7,0,1,0,0.428571429,0,0
kablo,Latince,0,5,0,1,0,0.4,0,0
prehistorya,Fransızca,0,11,0,0,0,0.363636364,0,0
bahtiyar,Farsça,0,8,0,0,0,0.375,0,0
abdal,Arapça,0,5,0,1,1,0.4,0,0
fısk,Arapça,1,4,0,1,1,0.25,0,0
ekspoze,Latince,0,7,0,0,0,0.428571429,0,0
postiş,İtalyanca,1,6,0,0,1,0.333333333,0,0
bücür,Turkce,1,5,0,1,1,0.4,0,1
karpak,Turkce,0,6,0,1,1,0.333333333,0,1
inhibe,Latince,0,6,0,1,1,0.5,0,0
enflamasyon,Latince,0,11,0,0,0,0.363636364,0,0
çansı,Turkce,1,5,0,1,1,0.4,0,1
kapgan,Turkce,0,6,0,1,1,0.333333333,0,1
ataklı,Turkce,1,6,0,1,1,0.5,0,1
pir,Farsça,0,3,0,1,1,0.333333333,0,0
sarı,Turkce,1,4,0,1,1,0.5,0,1
viyolonsel,İtalyanca,0,10,0,0,0,0.4,0,0
çurbağa,Turkce,1,7,0,1,1,0.428571429,0,1
gökçiçek,Turkce,1,8,0,1,1,0.375,0,1
bela,Arapça,0,4,0,0,0,0.5,0,0
bögü,Turkce,1,4,0,1,1,0.5,0,1
dük,Latince,1,3,0,1,1,0.333333333,0,0
muz,Farsça,0,3,0,1,1,0.333333333,0,0
bıtık,Turkce,1,5,0,1,1,0.4,0,1
ülügdü,Turkce,1,6,0,1,1,0.5,0,1
enstantane,Latince,0,10,0,0,0,0.4,0,0
fason,Latince,0,5,0,1,0,0.4,0,0
lot,İngilizce,0,3,0,1,1,0.333333333,0,0
agreman,Latince,0,7,0,0,0,0.428571429,0,0
salam,İtalyanca,0,5,0,1,1,0.4,0,0
sagu,Turkce,0,4,0,1,0,0.5,0,1
dair,Arapça,0,4,0,0,0,0.5,0,0
umar,Turkce,0,4,0,1,1,0.5,0,1
halat,Antik Yunanca,0,5,0,1,1,0.4,0,0
borsa,İtalyanca,0,5,0,1,1,0.4,0,0
tilt,İngilizce,0,4,0,1,1,0.25,0,0
tobuk,Turkce,0,5,0,1,1,0.4,0,1
sagağul,Turkce,1,7,0,1,0,0.428571429,0,1
toklu,Turkce,0,5,0,1,1,0.4,0,1
kreşendo,İtalyanca,1,8,0,0,0,0.375,0,0
akkun,Turkce,0,5,1,1,0,0.4,0,1
batrak,Turkce,0,6,0,1,1,0.333333333,0,1
düzine,Latince,1,6,0,1,1,0.5,0,0
alma,Turkce,0,4,0,1,1,0.5,0,1
onomatope,Fransızca,0,9,0,0,0,0.555555556,0,0
destan,Farsça,0,6,0,0,0,0.333333333,0,0
tumur,Turkce,0,5,0,1,1,0.4,0,1
entonasyon,Latince,0,10,0,0,0,0.4,0,0
taraskülüg,Turkce,1,10,0,0,0,0.4,0,1
kınrul,Turkce,1,6,0,1,0,0.333333333,0,1
küpe,Turkce,1,4,0,1,1,0.5,0,1
gudubet,Arapça,0,7,0,0,1,0.428571429,0,0
aybeğ,Turkce,1,5,0,0,0,0.4,0,1
sevim,Turkce,0,5,0,1,1,0.4,0,1
kaplangerey,Turkce,0,11,0,0,0,0.363636364,0,1
avans,Latince,0,5,0,1,1,0.4,0,0
baybars,Turkce,0,7,0,1,1,0.285714286,0,1
tungatar,Turkce,0,8,0,1,1,0.375,0,1
mine,Farsça,0,4,0,1,1,0.5,0,0
eriker,Turkce,0,6,0,1,1,0.5,0,1
tezginç,Turkce,1,7,0,1,1,0.285714286,0,1
irtiş,Turkce,1,5,0,1,1,0.4,0,1
yabaku,Turkce,0,6,0,1,0,0.5,0,1
kolza,İngilizce,0,5,0,1,1,0.4,0,0
lider,İngilizce,0,5,0,1,1,0.4,0,0
difüzyon,Latince,1,8,0,0,0,0.375,0,0
salt,Turkce,0,4,0,1,1,0.25,0,1
degüstasyon,Latince,1,11,0,0,0,0.363636364,0,0
eğer,Farsça,1,4,0,1,1,0.5,0,0
güya,Farsça,1,4,0,0,1,0.5,0,0
buzaçtutuk,Turkce,1,10,0,1,0,0.4,0,1
tribün,İtalyanca,1,6,0,1,0,0.333333333,0,0
opera,İtalyanca,0,5,0,0,0,0.6,0,0
yonca,Turkce,0,5,0,1,1,0.4,0,1
çükündür,Farsça,1,8,0,1,1,0.375,0,0
destmal,Farsça,0,7,0,0,0,0.285714286,0,0
fert,Arapça,0,4,0,1,1,0.25,0,0
sakırga,Turkce,1,7,0,1,1,0.428571429,0,1
aydar,Turkce,0,5,0,1,1,0.4,0,1
transatlantik,İngilizce,0,13,0,0,0,0.307692308,0,0
berke,Turkce,0,5,0,1,1,0.4,0,1
ayıtmış,Turkce,1,7,0,1,1,0.428571429,0,1
ırak,Turkce,1,4,0,1,1,0.5,0,1
demarş,Fransızca,1,6,0,0,0,0.333333333,0,0
urba,İtalyanca,0,4,0,1,1,0.5,0,0
turmuş,Turkce,1,6,0,1,1,0.333333333,0,1
filament,İngilizce,0,8,0,0,0,0.375,0,0
meta+,Antik Yunanca,0,5,0,0,0,0.4,0,0
cürüm,Arapça,1,5,0,1,1,0.4,0,0
kanak,Turkce,0,5,0,1,1,0.4,0,1
kulbert,Turkce,0,7,0,0,1,0.285714286,0,1
bardıbay,Turkce,1,8,0,1,1,0.375,0,1
ateş alev ile söndürülmez,Turkce,1,25,0,0,0,0.4,0,1
bari,Farsça,0,4,0,0,0,0.5,0,0
mandril,İngilizce,0,7,0,0,0,0.285714286,0,0
çarık,Turkce,1,5,0,1,1,0.4,0,1
anane,Arapça,0,5,0,0,0,0.6,0,0
tağlan,Turkce,1,6,0,1,1,0.333333333,0,1
inç,Turkce,1,3,0,1,1,0.333333333,0,1
palladyen,İngilizce,0,9,1,0,0,0.333333333,0,0
eşref,Arapça,1,5,0,1,1,0.4,0,0
esbap,Arapça,0,5,0,0,0,0.4,0,0
avarya,İtalyanca,0,6,0,1,1,0.5,0,0
hadis,Arapça,0,5,0,0,0,0.4,0,0
uluğtarkan,Turkce,1,10,0,1,1,0.4,0,1
panteon,Fransızca,0,7,0,0,0,0.428571429,0,0
kasis,Latince,0,5,0,0,0,0.4,0,0
duvak,Turkce,0,5,0,1,1,0.4,0,1
adiyö,Latince,1,5,0,0,0,0.6,0,0
kurçer,Turkce,1,6,0,0,1,0.333333333,0,1
cariye,Arapça,0,6,0,0,0,0.5,0,0
sengün,Turkce,1,6,0,1,0,0.333333333,0,1
sekant,Almanca,0,6,0,0,0,0.333333333,0,0
alma,Turkce,0,4,0,1,1,0.5,0,1
şampuan,İngilizce,1,7,0,1,0,0.428571429,0,0
yıba,Turkce,1,4,0,1,1,0.5,0,1
erke,Turkce,0,4,0,1,1,0.5,0,1
yaşmut,Turkce,1,6,0,1,0,0.333333333,0,1
hor,Farsça,0,3,0,1,1,0.333333333,0,0
günkağan,Turkce,1,8,0,0,1,0.375,0,1
adıkutlutaş,Turkce,1,11,0,1,0,0.454545455,1,1
fatih,Arapça,0,5,0,0,0,0.4,0,0
tokaydemir,Turkce,0,10,0,0,0,0.4,0,1
defans,Latince,0,6,0,0,0,0.333333333,0,0
kalite,Latince,0,6,0,0,0,0.5,0,0
felek,Arapça,0,5,0,1,1,0.4,0,0
ek,Antik Yunanca,0,2,0,1,1,0.5,0,0
kuğu,Turkce,1,4,0,1,1,0.5,0,1
simya,Antik Yunanca,0,5,0,0,0,0.4,0,0
ışığ,Turkce,1,4,0,1,1,0.5,0,1
şişmek,Turkce,1,6,0,1,1,0.333333333,0,1
elvan,Arapça,0,5,0,0,0,0.4,0,0
fertilite,Latince,0,9,0,1,1,0.444444444,0,0
ayma,Turkce,0,4,0,1,1,0.5,0,1
hoşnut,Farsça,1,6,0,1,1,0.333333333,0,0
konsolos,İtalyanca,0,8,0,1,1,0.375,0,0
müslüman,Farsça,1,8,0,0,1,0.375,0,0
tulat,Turkce,0,5,0,1,1,0.4,0,1
burta,Turkce,0,5,0,1,1,0.4,0,1
ilgirmiş,Turkce,1,8,0,1,1,0.375,0,1
fariğ,Arapça,1,5,0,0,0,0.4,0,0
ceste ceste,Farsça,0,11,0,1,1,0.363636364,0,0
hiç,Farsça,1,3,0,1,1,0.333333333,0,0
adet,Arapça,0,4,0,0,0,0.5,0,0
eşkiya,Arapça,1,6,0,0,0,0.5,0,0
küçtegin,Turkce,1,8,0,1,1,0.375,0,1
böksik,Turkce,1,6,0,1,1,0.333333333,0,1
abandone,Fransızca,0,8,0,0,0,0.5,0,0
bila,Arapça,0,4,0,0,0,0.5,0,0
feri,Arapça,0,4,0,1,1,0.5,0,0
yablaksarı,Turkce,1,10,0,1,1,0.4,0,1
tiranozor,İngilizce,0,9,0,0,0,0.444444444,0,0
ayet,Arapça,0,4,0,0,0,0.5,0,0
obelisk,Fransızca,0,7,0,0,1,0.428571429,0,0
ejderha,Farsça,0,7,0,0,0,0.428571429,0,0
ya,Farsça,0,2,0,1,1,0.5,0,0
edige,Turkce,0,5,0,1,1,0.6,0,1
kunan,Turkce,0,5,0,1,1,0.4,0,1
belladonna,İtalyanca,0,10,1,0,0,0.4,0,0
tolaba,Turkce,0,6,0,1,1,0.5,0,1
kayacık,Turkce,1,7,0,1,1,0.428571429,0,1
kuldurak,Turkce,0,8,0,1,1,0.375,0,1
casus,Arapça,0,5,0,1,0,0.4,0,0
mongul,Turkce,0,6,0,1,1,0.333333333,0,1
âciz,Arapça,0,4,0,1,1,0.25,0,0
paypiçen,Turkce,1,8,0,0,0,0.375,0,1
yıldırım,Turkce,1,8,0,1,1,0.375,0,1
çankız,Turkce,1,6,0,1,1,0.333333333,0,1
yirmi,Turkce,0,5,0,1,1,0.4,0,1
ro-ro,İngilizce,0,5,0,1,1,0.4,0,0
sponsor,İngilizce,0,7,0,1,1,0.285714286,0,0
üftade,Farsça,1,6,0,0,0,0.5,0,0
teğmen,Turkce,1,6,0,1,1,0.333333333,0,1
ınan,Turkce,1,4,0,1,1,0.5,0,1
paleozoik,İngilizce,0,9,0,0,0,0.555555556,0,0
fişek,Farsça,1,5,0,1,1,0.4,0,0
ergelen,Turkce,0,7,0,1,1,0.428571429,0,1
feraset,Arapça,0,7,0,0,0,0.428571429,0,0
selçe,Turkce,1,5,0,1,1,0.4,0,1
kehkeşan,Farsça,1,8,0,0,0,0.375,0,0
yaçankır,Turkce,1,8,0,1,1,0.375,0,1
vanilya,İtalyanca,0,7,0,0,0,0.428571429,0,0
kargılaç,Turkce,1,8,0,1,1,0.375,0,1
havan,Farsça,0,5,0,1,1,0.4,0,0
cezire,Arapça,0,6,0,1,1,0.5,0,0
zor,Farsça,0,3,0,1,1,0.333333333,0,0
ötleğen,Turkce,1,7,0,1,1,0.428571429,0,1
bilgebeğ,Turkce,1,8,0,1,1,0.375,0,1
ikidemir,Turkce,0,8,0,1,1,0.5,0,1
sançmış,Turkce,1,7,0,1,1,0.285714286,0,1
