kelime,koken,label
hemhal,Farsça,0
toktamışgerey,Turkce,1
abla,Turkce,1
kından,Turkce,1
cebelleşmek,Arapça,0
basademir,Turkce,1
karpuz,Antik Yunanca,0
ıskarta,İtalyanca,0
stereo,İngilizce,0
toktay,Turkce,1
manevra,İtalyanca,0
elim,Arapça,0
ankebut,Arapça,0
uyluk,Turkce,1
branş,Latince,0
etajer,Latince,0
özrüm,Turkce,1
allame,Arapça,0
cengâver,Farsça,0
dubara,Farsça,0
kös,Farsça,0
barkdoğmuş,Turkce,1
asır,Arapça,0
bekeçtegin,Turkce,1
süyen,Turkce,1
kontaminasyon,İngilizce,0
savcı,Turkce,1
banana,İngilizce,0
kalori,Latince,0
çerge,Turkce,1
yeğen,Turkce,1
razaki,Farsça,0
vuruşmak,Turkce,1
spiker,İngilizce,0
cerh,Arapça,0
başgan,Turkce,1
bölen,Turkce,1
öksüz,Turkce,1
süyündük,Turkce,1
mehtap,Farsça,0
künbermiş,Turkce,1
kırgavul,Turkce,1
örtlek,Turkce,1
sitare,Farsça,0
satı,Turkce,1
yorgan,Turkce,1
mezura,İtalyanca,0
ürçgün,Turkce,1
taramak,Farsça,0
konvertibl,İngilizce,0
aşram,İngilizce,0
gufran,Arapça,0
dirse,Turkce,1
yelek,Turkce,1
amal,Arapça,0
becayiş,Farsça,0
hunhar,Farsça,0
beton,Latince,0
atsız,Turkce,1
fuar,Latince,0
bunalmak,Turkce,1
elhan,Arapça,0
router,İngilizce,0
ögrüz,Turkce,1
adalet,Arapça,0
ayımça,Turkce,1
acep,Arapça,0
ağnam,Arapça,0
yarıcı,Turkce,1
barçın,Farsça,0
ınançukülüg,Turkce,1
begi,Turkce,1
beyza,Arapça,0
friz,Latince,0
fevri,Arapça,0
kebek,Turkce,1
yangıl,Turkce,1
fodul,Arapça,0
narenciye,Farsça,0
kindik,Turkce,1
bira,İtalyanca,0
gözde,Farsça,0
han,Farsça,0
buluğ,Turkce,1
adisyon,Latince,0
belgi,Turkce,1
hengâme,Farsça,0
alpay,Turkce,1
boğaç,Turkce,1
elsine,Arapça,0
buke,Fransızca,0
küntoğsu,Turkce,1
okutgan,Turkce,1
çırkuş,Turkce,1
burcu,Turkce,1
carpaccio,İtalyanca,0
ödenek,Turkce,1
alay,Farsça,0
kovboy,İngilizce,0
kukuleta,İtalyanca,0
cihannüma,Farsça,0
alpata,Turkce,1
tobula,Turkce,1
asıl,Arapça,0
üstübeç,Farsça,0
balâ,Farsça,0
tulumba,İtalyanca,0
kaçut,Turkce,1
dengiz,Turkce,1
havyar,Farsça,0
abiye,Latince,0
kültegin,Turkce,1
hıyar,Farsça,0
etek,Turkce,1
lavta,İtalyanca,0
sepinli,Turkce,1
eküri,Latince,0
bedük,Turkce,1
çadır,Farsça,0
kerkenez,Farsça,0
diğer,Farsça,0
iltuttu,Turkce,1
taragay,Turkce,1
parantez,Fransızca,0
peynir,Farsça,0
elbise,Arapça,0
determinizm,Latince,0
kağarlık,Turkce,1
büşra,Arapça,0
tramvay,İngilizce,0
janr,Latince,0
stad,Latince,0
drahoma,Antik Yunanca,0
trajedi,Latince,0
pelit,Antik Yunanca,0
karaküyük,Turkce,1
kuncuk,Turkce,1
edçü,Turkce,1
ışbaratamgan,Turkce,1
dübür,Arapça,0
develope,Fransızca,0
eleman,Latince,0
asgari,Arapça,0
individüel,Latince,0
ikiçitoyun,Turkce,1
rodyum,Latince,0
binaenaleyh,Arapça,0
selsebil,Latince,0
takunya,İtalyanca,0
tav,Farsça,0
fide,Antik Yunanca,0
diz,Turkce,1
bismillah,Arapça,0
tarıçı,Turkce,1
felaket,Arapça,0
selvi,Farsça,0
turuga,Turkce,1
zaç,Farsça,0
sülemiş,Turkce,1
müge,Fransızca,0
kasırga,Turkce,1
bahis,Arapça,0
bars,Turkce,1
karaalp,Turkce,1
kozuçak,Turkce,1
agraf,Fransızca,0
ermen,Turkce,1
esnamoq,Turkce,1
network,İngilizce,0
artikel,Almanca,0
öyük,Turkce,1
karatoyun,Turkce,1
topçan,Turkce,1
beğboğa,Turkce,1
füniküler,Latince,0
frijit,Latince,0
yeğençik,Turkce,1
berdibeğ,Turkce,1
ilaçtı,Turkce,1
manifesto,İtalyanca,0
yınal,Turkce,1
derç,Arapça,0
adaş,Turkce,1
kabşut,Turkce,1
kölkağan,Turkce,1
font,İngilizce,0
şema,Latince,0
fücceten,Arapça,0
zenci,Farsça,0
dativ,Almanca,0
irinçköl,Turkce,1
duvar,Farsça,0
tetra,İngilizce,0
gangster,İngilizce,0
bergamot,İtalyanca,0
parabol,Fransızca,0
ciğer,Farsça,0
hüda,Farsça,0
barbeğ,Turkce,1
buruk,Turkce,1
çaruklu,Turkce,1
fak,Arapça,0
bakkal,Arapça,0
talk,Farsça,0
albinos,Latince,0
fabl,Latince,0
derbent,Farsça,0
dev,Farsça,0
zar,Farsça,0
çardak,Farsça,0
feryat,Farsça,0
nitrogliserin,İngilizce,0
anons,Latince,0
attar,Arapça,0
horanta,Farsça,0
taşeron,Latince,0
tüzlük,Turkce,1
benmari,Latince,0
efdal,Arapça,0
atıkutlu,Turkce,1
kiminsü,Turkce,1
kese,Farsça,0
biçek,Turkce,1
karat,Fransızca,0
endüstri,Latince,0
çağrıbeğ,Turkce,1
havlıcan,Farsça,0
ariyet,Arapça,0
turan,Turkce,1
işlemek,Turkce,1
gaile,Arapça,0
ravent,Farsça,0
bulmuş,Turkce,1
hevenk,Farsça,0
sunroof,İngilizce,0
trampete,İtalyanca,0
kölbilge,Turkce,1
belde,Arapça,0
moka,Fransızca,0
yerdeş,Turkce,1
pigme,Fransızca,0
vedet,İtalyanca,0
iletmiş,Turkce,1
etiket,Fransızca,0
üge,Turkce,1
pantomim,Fransızca,0
tenliapa,Turkce,1
biji,Farsça,0
esri,Turkce,1
yakın,Turkce,1
demet,Antik Yunanca,0
metropolit,Antik Yunanca,0
ekber,Arapça,0
helezon,Antik Yunanca,0
adım,Turkce,1
bank,İtalyanca,0
keten,Farsça,0
günü,Farsça,0
kılat,Turkce,1
arnaç,Turkce,1
çörek otu,Turkce,1
bolmuş,Turkce,1
özapa,Turkce,1
ayran,Turkce,1
diğerkâm,Farsça,0
ezber,Farsça,0
on,Turkce,1
kulanarslan,Turkce,1
ekrem,Arapça,0
ışbarabilge,Turkce,1
vido,İtalyanca,0
sarıyel,Turkce,1
üstem,Turkce,1
talan,Turkce,1
aşikâr,Farsça,0
bürünçük,Turkce,1
parafin,Almanca,0
katku,Turkce,1
atiye,Arapça,0
çamaşır,Farsça,0
asimilasyon,Latince,0
kekik,Turkce,1
orkaya,Turkce,1
suiniyet,Farsça,0
alto,İtalyanca,0
iblis,Antik Yunanca,0
ınalöz,Turkce,1
koşuk,Turkce,1
etrek,Turkce,1
cep,Arapça,0
çökey,Turkce,1
aut,İngilizce,0
fariza,Arapça,0
aktif,Latince,0
çocukbörü,Turkce,1
haile,Arapça,0
semender,Farsça,0
madalyon,İtalyanca,0
aftos,Antik Yunanca,0
özmüş,Turkce,1
yükünç,Turkce,1
punt,İtalyanca,0
semiçe,Turkce,1
baykoca,Turkce,1
masaj,Fransızca,0
galop,Fransızca,0
çemgen,Turkce,1
harikzede,Farsça,0
kürbeği,Turkce,1
boncuk,Turkce,1
edep,Arapça,0
caniko,Farsça,0
arkın,Turkce,1
ılımga,Turkce,1
travesti,İtalyanca,0
cacık,Farsça,0
bamya,Arapça,0
barçın,Turkce,1
sengekteş,Turkce,1
engürün,Turkce,1
fasafiso,Arapça,0
hüner,Farsça,0
poligami,Fransızca,0
iltutku,Turkce,1
formaldehid,Almanca,0
möble,İtalyanca,0
eyiz,Turkce,1
şakirt,Farsça,0
kestane,Antik Yunanca,0
euzubillah,Arapça,0
eksen,Antik Yunanca,0
dereke,Arapça,0
karguy,Turkce,1
kofana,Antik Yunanca,0
tonmayster,Almanca,0
maun,İtalyanca,0
ersin,Turkce,1
berhudar,Farsça,0
ekvator,Latince,0
pikolo,İtalyanca,0
kurlaelçi,Turkce,1
ınalurungu,Turkce,1
ögreyük,Turkce,1
zoo+,İngilizce,0
töredi,Turkce,1
tatık,Turkce,1
covino,İtalyanca,0
adraman,Turkce,1
dadı,Farsça,0
cumhur,Arapça,0
tardu,Turkce,1
yülek,Turkce,1
seks,İngilizce,0
uluğerkin,Turkce,1
sürahi,Turkce,1
erdeni,Turkce,1
çömen,Turkce,1
na,Farsça,0
kimyon,Antik Yunanca,0
apostil,Latince,0
diktatör,Latince,0
romans,Fransızca,0
buyat,Turkce,1
alıç,Farsça,0
girizgâh,Farsça,0
ilgir,Turkce,1
mortgage,İngilizce,0
apre,Latince,0
hamuş,Farsça,0
atunçu,Turkce,1
kav,Latince,0
korozyon,İngilizce,0
nergis,Farsça,0
üzerlik,Turkce,1
frikik,İngilizce,0
cibin,Turkce,1
güruh,Farsça,0
kızılbörü,Turkce,1
sagak,Turkce,1
üstün,Turkce,1
fer,Farsça,0
buyançuk,Turkce,1
pastel,İtalyanca,0
küspe,Farsça,0
ozmuştegin,Turkce,1
susam,Farsça,0
filtre,Latince,0
aysberg,İngilizce,0
bedhah,Farsça,0
uluğşat,Turkce,1
step,İngilizce,0
çokaygır,Turkce,1
besentegin,Turkce,1
kölirkin,Turkce,1
çiselemek,Turkce,1
endaze,Farsça,0
tiregü,Turkce,1
ıskarmoz,Antik Yunanca,0
çemçe,Turkce,1
manastır,Antik Yunanca,0
ekalliyet,Arapça,0
dumur,Arapça,0
ılaçın,Turkce,1
fehva,Arapça,0
kıstas,Antik Yunanca,0
ırgat,Antik Yunanca,0
tuğur,Turkce,1
kumandur,Turkce,1
distilasyon,Latince,0
aysel,Turkce,1
tosbağa,Turkce,1
halef,Arapça,0
kün,Turkce,1
köktürk,Turkce,1
utku,Turkce,1
otmuş,Turkce,1
saç,Turkce,1
absolü,Latince,0
esaret,Arapça,0
utuz,Turkce,1
bumın,Turkce,1
türçü,Turkce,1
kör,Farsça,0
kadraj,Latince,0
atıkutlutaş,Turkce,1
kerik,Turkce,1
başçı,Turkce,1
akis,Arapça,0
tane,Farsça,0
aktüel,Latince,0
karine,İtalyanca,0
gözde,Turkce,1
fent,Farsça,0
alaböri,Turkce,1
büktegin,Turkce,1
telengit,Turkce,1
adalan,Turkce,1
essah,Arapça,0
gulet,Fransızca,0
avatar,İngilizce,0
durum,Turkce,1
adanır,Turkce,1
dört,Turkce,1
longa,İtalyanca,0
ber,Farsça,0
delta,Antik Yunanca,0
an,Antik Yunanca,0
abar,Turkce,1
yığaç,Turkce,1
kuçursu,Turkce,1
çiriş,Farsça,0
safderun,Farsça,0
diriğ,Farsça,0
kamineto,İtalyanca,0
arzı,Turkce,1
erdem,Turkce,1
oğur,Turkce,1
perlon,Almanca,0
müjde,Farsça,0
kuyakuz,Turkce,1
tabla,İtalyanca,0
hasta,Farsça,0
kirpik,Turkce,1
tolunay,Turkce,1
sodomi,İngilizce,0
protein,Fransızca,0
bilmukabele,Arapça,0
doğukan,Turkce,1
inci,Turkce,1
hac,Arapça,0
gassal,Arapça,0
kekik,Farsça,0
spagetti,İtalyanca,0
kompleks,İngilizce,0
fıkıh,Arapça,0
rekor,İngilizce,0
kepçe,Farsça,0
adlıbeğ,Turkce,1
enva,Arapça,0
kangal,Antik Yunanca,0
deklare,Latince,0
re,İtalyanca,0
tarım,Turkce,1
bilgeışbara,Turkce,1
cılasun,Turkce,1
sedan,İtalyanca,0
gabin,Arapça,0
vardiya,İtalyanca,0
koyun,Turkce,1
teritoryal,İngilizce,0
cezbe,Arapça,0
tayak,Turkce,1
küldürtey,Turkce,1
apsis,Latince,0
yağlıç,Turkce,1
ordinasyon,İngilizce,0
bayna,Turkce,1
kıpti,Antik Yunanca,0
tersün,Turkce,1
burlesk,İtalyanca,0
şehinşah,Farsça,0
lunapark,İngilizce,0
bayurku,Turkce,1
bağaşatulu,Turkce,1
akböri,Turkce,1
saruyatı,Turkce,1
istif,Antik Yunanca,0
şevketibostan,Farsça,0
patoloji,Fransızca,0
fiğ,Antik Yunanca,0
ışılay,Turkce,1
turagay,Turkce,1
kanasta,Antik Yunanca,0
berhava,Farsça,0
stokastik,İngilizce,0
mimesis,İngilizce,0
erke,Turkce,1
sırıçga,Turkce,1
plüralizm,İngilizce,0
çakan,Turkce,1
pazar,Farsça,0
solo,İtalyanca,0
akredite,Latince,0
çıyan,Turkce,1
mors,İngilizce,0
serasker,Farsça,0
bulan,Turkce,1
nalça,Farsça,0
küçlütegin,Turkce,1
aka,Turkce,1
albüm,Latince,0
uranyum,Latince,0
bürlük,Turkce,1
liyezon,İngilizce,0
ülkülü,Turkce,1
toğman,Turkce,1
bulmaz,Turkce,1
taran,Turkce,1
kaysakık,Turkce,1
barçak,Turkce,1
kare,Latince,0
satmış,Turkce,1
ayseli,Turkce,1
sıyrım,Turkce,1
blöf,İngilizce,0
alpkutlu,Turkce,1
kıyımtı,Turkce,1
barbol,Turkce,1
salname,Farsça,0
bahş,Farsça,0
çevgan,Farsça,0
barkan,Turkce,1
sonat,İtalyanca,0
udun,Turkce,1
kumpir,Almanca,0
ehibba,Arapça,0
bürhan,Arapça,0
tongut,Turkce,1
son,Turkce,1
+dar,Farsça,0
koğuş,Turkce,1
okuş,Turkce,1
karabörü,Turkce,1
roba,İtalyanca,0
falafel,Arapça,0
kendi,Turkce,1
arbış,Turkce,1
meneviş,Farsça,0
ağu,Turkce,1
akordiyon,Almanca,0
drape,Latince,0
beygir,Farsça,0
böçke,Turkce,1
dua,Arapça,0
dümdar,Farsça,0
kef,Farsça,0
yirgamchik,Turkce,1
general,Latince,0
furgon,Latince,0
adres,Latince,0
katkay,Turkce,1
odçubuyruk,Turkce,1
bayrak,Turkce,1
keşide,Farsça,0
güllaç,Farsça,0
uygul,Turkce,1
incir,Farsça,0
ahlak,Arapça,0
cihet,Arapça,0
ardıç,Turkce,1
karabakşı,Turkce,1
haiz,Arapça,0
binek,Turkce,1
ınançu,Turkce,1
pıtrak,Turkce,1
banal,Fransızca,0
raspa,İtalyanca,0
siklon,İngilizce,0
yungu,Turkce,1
içgüveyi,Turkce,1
kurt komşusunu yemez,Turkce,1
kurşun,Turkce,1
fi tarihi,Arapça,0
ecnebi,Arapça,0
gönder,Turkce,1
aydarkağan,Turkce,1
altın,Turkce,1
topo+,İngilizce,0
oğulasuk,Turkce,1
ebrar,Arapça,0
cetvel,Arapça,0
kalkankılıç,Turkce,1
aparat,Almanca,0
aykurt,Turkce,1
balakatun,Turkce,1
ışbarateriştunga,Turkce,1
ağakağan,Turkce,1
bais,Arapça,0
senkronize,İngilizce,0
badabul,Turkce,1
download,İngilizce,0
fünye,İtalyanca,0
amak,Arapça,0
altıntamgantarkan,Turkce,1
çöp,Farsça,0
bolun,Turkce,1
kutdağ,Turkce,1
pi,Latince,0
ordino,İtalyanca,0
çapaçul,Farsça,0
oğlagukatun,Turkce,1
talpır,Turkce,1
okuntu,Turkce,1
tegir,Turkce,1
kurtçu,Turkce,1
böğürtlen,Turkce,1
bocalamak,İtalyanca,0
sumaçı,Turkce,1
çador,Farsça,0
gran,Latince,0
rizom,Fransızca,0
sterlin,İngilizce,0
plasebo,İngilizce,0
çin,Farsça,0
şarlatan,İtalyanca,0
morto,İtalyanca,0
pedi+,İngilizce,0
ambiyans,Latince,0
baybüre,Turkce,1
törü,Turkce,1
ebru,Farsça,0
ınalçık,Turkce,1
bahane,Farsça,0
suk,Turkce,1
cevahir,Arapça,0
azimet,Arapça,0
dekadan,Latince,0
duhul,Arapça,0
öğdülmüş,Turkce,1
yarpuz,Turkce,1
dükkân,Arapça,0
mamuk,Turkce,1
derdest,Farsça,0
nöron,Latince,0
çello,İtalyanca,0
mala,Farsça,0
kokina,Antik Yunanca,0
blog,İngilizce,0
etrak,Arapça,0
briyantin,İtalyanca,0
damat,Farsça,0
hendek,Farsça,0
tuğ,Turkce,1
dikkat,Arapça,0
ekstrem,Latince,0
araz,Arapça,0
tungategin,Turkce,1
önen,Turkce,1
podyum,Latince,0
lig,İtalyanca,0
nöroloji,İngilizce,0
cüce,Farsça,0
büre,Turkce,1
pek,Turkce,1
taybu,Turkce,1
kredi,İtalyanca,0
buçur,Turkce,1
balsa,İngilizce,0
sayyaruk,Turkce,1
saçu,Turkce,1
divane,Farsça,0
baydar,Turkce,1
pruva,Latince,0
imitasyon,Latince,0
ester,Almanca,0
kımızın,Turkce,1
tolga,Turkce,1
tumagan,Turkce,1
jel,İngilizce,0
tadgun,Turkce,1
yakan,Turkce,1
davudi,Arapça,0
öreke,İtalyanca,0
barbulsun,Turkce,1
kaolin,Fransızca,0
etil,Turkce,1
yongucu,Turkce,1
ınalbars,Turkce,1
ilkağan,Turkce,1
bezinç,Turkce,1
sofist,Latince,0
aceze,Arapça,0
şöklü,Turkce,1
baykal,Turkce,1
distribütör,Latince,0
dok,İngilizce,0
müzik,Fransızca,0
mazgal,Antik Yunanca,0
sübaşı,Turkce,1
öğünç,Turkce,1
doberman,Almanca,0
uğur,Turkce,1
arıkan,Turkce,1
ateş,Farsça,0
ordubeğ,Turkce,1
kadril,Latince,0
elhak,Arapça,0
acil,Arapça,0
ölütçü,Turkce,1
altmışkara,Turkce,1
as,Latince,0
gül,Farsça,0
almalık,Turkce,1
çizmek,Turkce,1
mengüçek,Turkce,1
değirmen,Turkce,1
tokay,Turkce,1
ildemir,Turkce,1
zemheri,Farsça,0
argüman,Latince,0
siğil,Turkce,1
turist,İngilizce,0
saymak,Turkce,1
tavla,İtalyanca,0
efe,Antik Yunanca,0
alpşalçı,Turkce,1
fırka,Arapça,0
sele,Farsça,0
belli,Turkce,1
tokumak,Turkce,1
ertaşyabgu,Turkce,1
barman,Turkce,1
getto,İngilizce,0
ni+,Farsça,0
udur,Turkce,1
turu,Turkce,1
güzide,Farsça,0
ev,Turkce,1
ılkuş,Turkce,1
alamet,Arapça,0
üre,Latince,0
evvel,Arapça,0
ürümek,Turkce,1
kesme,Turkce,1
gökbörü,Turkce,1
ançuk,Turkce,1
tapyoka,İngilizce,0
ögedey,Turkce,1
sistre,İtalyanca,0
cool,İngilizce,0
svastika,Almanca,0
çekül,Turkce,1
tungaalp,Turkce,1
atalmış,Turkce,1
emmi,Arapça,0
tişört,İngilizce,0
urungu,Turkce,1
mantra,İngilizce,0
kutluçigşi,Turkce,1
bağışlamak,Farsça,0
ayız,Turkce,1
edvar,Arapça,0
töre,Turkce,1
sommelier,Fransızca,0
tombala,İtalyanca,0
yavuz,Turkce,1
eser,Arapça,0
akraba,Arapça,0
pilon,Fransızca,0
esrik,Turkce,1
doğukağan,Turkce,1
türkeş,Turkce,1
sarkastik,Latince,0
gürtürk,Turkce,1
otorize,İngilizce,0
fifti fifti,İngilizce,0
parlamento,İtalyanca,0
adaş,Turkce,1
afitap,Farsça,0
bükün,Turkce,1
ertunç,Turkce,1
oyrat,Turkce,1
abaka,Turkce,1
grado,İtalyanca,0
arıkaç,Turkce,1
tiz,Farsça,0
bidayet,Arapça,0
baklakırı,Turkce,1
abluka,İtalyanca,0
supap,Fransızca,0
begni,Turkce,1
zift,Farsça,0
star,İngilizce,0
kanto,İtalyanca,0
janti,Latince,0
elif,Arapça,0
ödgek,Turkce,1
usturlap,Antik Yunanca,0
tadu,Turkce,1
söğüt,Turkce,1
sinir,Turkce,1
abazlı,Turkce,1
amul,Turkce,1
iroko,İngilizce,0
ünlü,Turkce,1
kun,Turkce,1
pazvant,Farsça,0
uşak,Turkce,1
edevat,Arapça,0
kavilya,İtalyanca,0
oçur,Turkce,1
karakulagu,Turkce,1
inisiye,Latince,0
terek,Turkce,1
siymek,Turkce,1
tekniker,Almanca,0
emval,Arapça,0
badana,Arapça,0
vira,İtalyanca,0
fıtrat,Arapça,0
bakir,Arapça,0
familya,İtalyanca,0
misk,Farsça,0
oğlagu,Turkce,1
ferç,Arapça,0
fütur,Arapça,0
tabülatör,İngilizce,0
bordo,Latince,0
közemiş,Turkce,1
ilkattı,Turkce,1
peni,İngilizce,0
tomar,Antik Yunanca,0
cezve,Arapça,0
tenya,Latince,0
para,Farsça,0
gut,Latince,0
domuz,Turkce,1
spiral,Latince,0
bornak,Turkce,1
gato,Fransızca,0
tatuş,Turkce,1
tabay,Turkce,1
psişik,Fransızca,0
irik,Turkce,1
ahu,Farsça,0
şişe,Farsça,0
paralel,Fransızca,0
mıh,Farsça,0
batak,Turkce,1
sabınsatı,Turkce,1
kapak,Turkce,1
süngüş,Turkce,1
çalayır,Turkce,1
bazı,Arapça,0
cimcime,Arapça,0
rapsodi,Fransızca,0
ekrat,Arapça,0
çita,İngilizce,0
irinç,Turkce,1
oluç,Turkce,1
manca,İtalyanca,0
avokado,İngilizce,0
hakaret,Arapça,0
ilalmış,Turkce,1
göktupulgan,Turkce,1
tahammülfersa,Farsça,0
kitir,Turkce,1
baltur,Turkce,1
yuxarı,Turkce,1
maça,İtalyanca,0
roza,İtalyanca,0
tay,Turkce,1
abıl,Turkce,1
gurbet,Arapça,0
asuğ,Turkce,1
temiş,Turkce,1
beltir,Turkce,1
solfej,İtalyanca,0
toksurmuş,Turkce,1
ayvaz,Arapça,0
orak,Turkce,1
peruka,İtalyanca,0
ilkuş,Turkce,1
dere,Farsça,0
tüz,Turkce,1
cibinlik,Turkce,1
işgüzar,Farsça,0
kalebent,Farsça,0
ren geyiği,İngilizce,0
demirkağan,Turkce,1
babagannuş,Arapça,0
lodos,Antik Yunanca,0
peyman,Farsça,0
turançı,Turkce,1
oğrak,Turkce,1
toynak,Turkce,1
darbe,Arapça,0
defi,Latince,0
kongul,Turkce,1
baron,Latince,0
atsak,Turkce,1
bayboğa,Turkce,1
esbak,Arapça,0
melisa,Antik Yunanca,0
dareyn,Arapça,0
absürt,Latince,0
moment,Almanca,0
alabanda,İtalyanca,0
barmaklak,Turkce,1
ensest,Latince,0
maket,İtalyanca,0
nevralji,Fransızca,0
müngüz baka,Turkce,1
batarya,İtalyanca,0
mendebur,Farsça,0
aşantudun,Turkce,1
kaşkaval,İtalyanca,0
ınanç,Turkce,1
kundura,İtalyanca,0
demirgüçü,Turkce,1
faul,İngilizce,0
tuzakı,Turkce,1
lo,İtalyanca,0
ersegün,Turkce,1
buyandemir,Turkce,1
kırmızı,Farsça,0
poliüretan,İngilizce,0
nihan,Farsça,0
çortan,Turkce,1
ekstrüzyon,Latince,0
bihakkın,Arapça,0
zerdali,Farsça,0
tekfur,Farsça,0
jest,Latince,0
aral,Turkce,1
sekstant,İngilizce,0
dikirmen,Turkce,1
gök kır,Turkce,1
çağrıtegin,Turkce,1
filiz,Antik Yunanca,0
dakak,Turkce,1
keşkek,Farsça,0
cidal,Arapça,0
bızır,Arapça,0
kekirmoq,Turkce,1
kıtay,Turkce,1
teleboğa,Turkce,1
meritokrasi,İngilizce,0
ezgütegin,Turkce,1
hakikat,Arapça,0
koskaman,Turkce,1
düdük,Turkce,1
tökmen,Turkce,1
çığan,Turkce,1
labada,Antik Yunanca,0
alternatif,Latince,0
ahit,Arapça,0
firkat,Arapça,0
orkinos,Latince,0
ayzıt,Turkce,1
sempozyum,Latince,0
mongulboğa,Turkce,1
kavga,Farsça,0
fitre,Arapça,0
gasıp,Arapça,0
galip,Arapça,0
kartuş,İtalyanca,0
barsgan,Turkce,1
trend,İngilizce,0
firik,Arapça,0
atalet,Arapça,0
fırtına,İtalyanca,0
karayağma,Turkce,1
togay,Turkce,1
kalımtı,Turkce,1
örpen,Turkce,1
alptegin,Turkce,1
boylabağa,Turkce,1
partenojenez,Fransızca,0
porfir,Fransızca,0
bayançar,Turkce,1
softa,Farsça,0
taygun,Turkce,1
dirsek,Turkce,1
ku,Turkce,1
brokoli,İtalyanca,0
shift,İngilizce,0
psikanaliz,Almanca,0
tabırtı,Turkce,1
atebe,Arapça,0
dergâh,Farsça,0
takışkaya,Turkce,1
termal,Latince,0
seyhun,Turkce,1
pedagog,Fransızca,0
tuzkıya,Turkce,1
tulu,Turkce,1
vize,İtalyanca,0
çağrı,Turkce,1
karakağan,Turkce,1
yasalı,Turkce,1
folikül,Latince,0
canip,Arapça,0
bizon,Latince,0
uzçur,Turkce,1
yablak,Turkce,1
babır,Turkce,1
periskop,Fransızca,0
alavere,Turkce,1
yimek,Turkce,1
kızılelma,Turkce,1
olimpiyat,Fransızca,0
gönül,Turkce,1
fit,İngilizce,0
+men,İngilizce,0
baht,Farsça,0
fetret,Arapça,0
köken,Turkce,1
nikâh,Farsça,0
sancar,Turkce,1
algu,Turkce,1
çaptı,Turkce,1
sarıbörü,Turkce,1
ekspresyon,Latince,0
girdap,Farsça,0
salurkazan,Turkce,1
ışbaraçıkan,Turkce,1
yonçka,Turkce,1
turancı,Turkce,1
nen,Turkce,1
dağ,Turkce,1
yasa,Turkce,1
gönül,Turkce,1
kadırkan,Turkce,1
fe+,Arapça,0
işkence,Farsça,0
adalır,Turkce,1
üçoğul,Turkce,1
büdüs,Turkce,1
arız,Arapça,0
tork,İngilizce,0
karakızıl,Turkce,1
damla,Turkce,1
felah,Arapça,0
korpus,İngilizce,0
tayüge,Turkce,1
fukara,Arapça,0
sinerji,İngilizce,0
düldül,Arapça,0
karaoğul,Turkce,1
uçmak,Turkce,1
cumba,İtalyanca,0
tonet,İngilizce,0
arbitraj,Latince,0
gasp,Arapça,0
kökeltaş,Turkce,1
desen,Latince,0
nikel,Almanca,0
ram,Farsça,0
angst,Almanca,0
germi,Farsça,0
esmer,Arapça,0
sünük,Turkce,1
petek,Turkce,1
viskoz,İngilizce,0
peşin,Farsça,0
beçeapa,Turkce,1
taylan,Turkce,1
jerse,İngilizce,0
kula,Turkce,1
gerçi,Farsça,0
çur,Turkce,1
canhıraş,Farsça,0
kerhane,Farsça,0
emtia,Arapça,0
kan,Turkce,1
kasko,İtalyanca,0
körfez,Antik Yunanca,0
tagay,Turkce,1
paleolitik,İngilizce,0
frigorifik,Latince,0
büyükler,Turkce,1
dürüst,Farsça,0
ibis,Latince,0
drenaj,İngilizce,0
akıncı,Turkce,1
tektonik,Almanca,0
otoman,Fransızca,0
baran,Farsça,0
mahur,Farsça,0
cam,Farsça,0
sırtı pek,Turkce,1
apçın,Turkce,1
cemaat,Arapça,0
çiçek,Turkce,1
alpertunga,Turkce,1
çirkef,Farsça,0
est,İtalyanca,0
fol,Antik Yunanca,0
bayır,Arapça,0
menstrual,İngilizce,0
bu,Farsça,0
mengükağan,Turkce,1
taşı ısıramayanın öpmesi gerekir,Turkce,1
haya,Farsça,0
gâvur,Farsça,0
kerte,İtalyanca,0
hane,Farsça,0
deli,Turkce,1
ınalçur,Turkce,1
işkara,Turkce,1
şev,Farsça,0
link,İngilizce,0
hüdayinabit,Farsça,0
barışmak,Turkce,1
teaser,İngilizce,0
kurumçuoğul,Turkce,1
osmiyum,Latince,0
ilgegü,Turkce,1
bilgin,Turkce,1
frajil,Latince,0
karanfil,Farsça,0
çobulmak,Turkce,1
akgeyik,Turkce,1
torumtay,Turkce,1
tudun,Turkce,1
yorınçga,Turkce,1
karayel,Turkce,1
un,Turkce,1
yalınguk,Turkce,1
be+,Farsça,0
şnorkel,Almanca,0
berkitmek,Turkce,1
beyn,Arapça,0
taravet,Farsça,0
panteizm,İngilizce,0
lanolin,Almanca,0
kıyı,Turkce,1
tuğtegin,Turkce,1
öğütçü,Turkce,1
tağ,Turkce,1
celep,Arapça,0
pire,Turkce,1
gerilla,İngilizce,0
yulyulak,Turkce,1
demans,Latince,0
çegre,Turkce,1
emanet,Arapça,0
açık,Turkce,1
ruhsal durum,Turkce,1
sezer,Turkce,1
çok,Turkce,1
semürgük,Turkce,1
parankima,Fransızca,0
ayça,Turkce,1
turunday,Turkce,1
tartışma,Turkce,1
gütmek,Turkce,1
miks,İngilizce,0
vezir,Farsça,0
dururbunsuz,Turkce,1
